"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"LEM3","YNL323W","Ligand-Effect Modulator","TMEM30B","transmembrane protein 30B","H. sapiens","161291","611029","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LEO1","YOR123C","LEft Open reading frame","LEO1","LEO1 homolog, Paf1/RNA polymerase II complex component","H. sapiens","123169","610507","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LEU5","YHR002W","LEUcine biosynthesis","SLC25A16","solute carrier family 25 (mitochondrial carrier), member 16","H. sapiens","8034","139080","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"LHP1","YDL051W","La-Homologous Protein","SSB","Sjogren syndrome antigen B (autoantigen La)","H. sapiens","6741","109090","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara","5","9"
"LHS1","YKL073W","Lumenal Hsp Seventy","HYOU1","hypoxia up-regulated 1","H. sapiens","10525","601746","","","DiOPT","Hieranoid|PhylomeDB|Ensembl Compara|OrthoFinder","4","9"
"LIA1","YJR070C","Ligand of eIF5A","DOHH","deoxyhypusine hydroxylase/monooxygenase","H. sapiens","83475","611262","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"LIN1","YHR156C","LINk","CD2BP2","CD2 (cytoplasmic tail) binding protein 2","H. sapiens","10421","604470","","","DiOPT","PANTHER|PhylomeDB|OrthoFinder","3","9"
"LIP5","YOR196C","LIPoic acid","LIAS","lipoic acid synthetase","H. sapiens","11019","607031","614462","PYRUVATE DEHYDROGENASE LIPOIC ACID SYNTHETASE DEFICIENCY; PDHLD","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"LOS1","YKL205W","Loss Of Suppression","XPOT","exportin, tRNA","H. sapiens","11260","603180","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"LPD1","YFL018C","LiPoamide Dehydrogenase","DLD","dihydrolipoamide dehydrogenase","H. sapiens","1738","238331","246900","DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LRG1","YDL240W","Lim-RhoGap homolog","CSRP1","cysteine and glycine-rich protein 1","H. sapiens","1465","123876","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"LRG1","YDL240W","Lim-RhoGap homolog","CSRP2","cysteine and glycine-rich protein 2","H. sapiens","1466","601871","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"LRG1","YDL240W","Lim-RhoGap homolog","CSRP3","cysteine and glycine-rich protein 3 (cardiac LIM protein)","H. sapiens","8048","600824","612124","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12; CMH12","DiOPT","Ensembl Compara|PANTHER","2","9"
"LRG1","YDL240W","Lim-RhoGap homolog","CSRP3","cysteine and glycine-rich protein 3 (cardiac LIM protein)","H. sapiens","8048","600824","607482","CARDIOMYOPATHY, DILATED, 1M; CMD1M","DiOPT","Ensembl Compara|PANTHER","2","9"
"LRO1","YNR008W","Lecithin cholesterol acyl transferase Related Open reading frame","LCAT","lecithin-cholesterol acyltransferase","H. sapiens","3931","606967","245900","LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY","DiOPT","Hieranoid|OrthoInspector|Ensembl Compara|InParanoid","4","9"
"LRO1","YNR008W","Lecithin cholesterol acyl transferase Related Open reading frame","LCAT","lecithin-cholesterol acyltransferase","H. sapiens","3931","606967","136120","FISH-EYE DISEASE; FED","DiOPT","Hieranoid|OrthoInspector|Ensembl Compara|InParanoid","4","9"
"LRO1","YNR008W","Lecithin cholesterol acyl transferase Related Open reading frame","PLA2G15","phospholipase A2, group XV","H. sapiens","23659","609362","","","DiOPT","Hieranoid|OrthoInspector|Ensembl Compara|InParanoid","4","9"
"LRP1","YHR081W","Like RrP6","C1D","C1D nuclear receptor corepressor","H. sapiens","10438","606997","","","DiOPT","Hieranoid|OrthoFinder|PhylomeDB|PANTHER","4","9"
"LSB1","YGR136W","Las Seventeen Binding protein","GRB2","growth factor receptor-bound protein 2","H. sapiens","2885","108355","","","DiOPT","SonicParanoid|OrthoInspector","2","9"
"LSB6","YJL100W","Las Seventeen Binding protein","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha","H. sapiens","55361","609763","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"LSB6","YJL100W","Las Seventeen Binding protein","PI4K2B","phosphatidylinositol 4-kinase type 2 beta","H. sapiens","55300","612101","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"LSC1","YOR142W","Ligase of Succinyl-CoA","SUCLG1","succinate-CoA ligase, alpha subunit","H. sapiens","8802","611224","245400","MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LSC2","YGR244C","Ligase of Succinyl-CoA","SUCLA2","succinate-CoA ligase, ADP-forming, beta subunit","H. sapiens","8803","603921","612073","MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LSG1","YGL099W","Large-Subunit Gtpase","LSG1","large 60S subunit nuclear export GTPase 1","H. sapiens","55341","610780","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara","7","9"
"LSM1","YJL124C","Like SM","LSM1","LSM1 homolog, mRNA degradation associated","H. sapiens","27257","607281","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"LSM12","YHR121W","Like SM","LSM12","LSM12 homolog","H. sapiens","124801","611793","","","DiOPT","OrthoInspector|OMA|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"LSM2","YBL026W","Like SM","LSM2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","57819","607282","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LSM3","YLR438C-A","Like SM","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","27258","607283","","","DiOPT","OrthoInspector|OMA|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","7","9"
"LSM4","YER112W","Like SM","LSM4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","25804","607284","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"LSM5","YER146W","Like SM","LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","23658","607285","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LSM6","YDR378C","Like SM","LSM6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","11157","607286","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"LSM7","YNL147W","Like SM","LSM7","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated","H. sapiens","51690","607287","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LSM8","YJR022W","Like SM","LSM8","LSM8 homolog, U6 small nuclear RNA associated","H. sapiens","51691","607288","","","DiOPT","OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|InParanoid","6","9"
"LST7","YGR057C","Lethal with Sec Thirteen","FLCN","folliculin","H. sapiens","201163","607273","144700","RENAL CELL CARCINOMA, NONPAPILLARY; RCC","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"LST7","YGR057C","Lethal with Sec Thirteen","FLCN","folliculin","H. sapiens","201163","607273","135150","BIRT-HOGG-DUBE SYNDROME; BHD","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"LST7","YGR057C","Lethal with Sec Thirteen","FLCN","folliculin","H. sapiens","201163","607273","114500","COLORECTAL CANCER; CRC","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"LST7","YGR057C","Lethal with Sec Thirteen","FLCN","folliculin","H. sapiens","201163","607273","173600","PNEUMOTHORAX, PRIMARY SPONTANEOUS","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"LST8","YNL006W","Lethal with Sec Thirteen","MLST8","MTOR associated protein, LST8 homolog","H. sapiens","64223","612190","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LTE1","YAL024C","Low Temperature Essential","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","H. sapiens","9649","614444","","","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"LTP1","YPR073C","Low molecular weight protein Tyrosine Phosphatase","ACP1","acid phosphatase 1, soluble","H. sapiens","52","171500","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LUC7","YDL087C","Lethal Unless Cap-binding complex is produced","LUC7L","LUC7-like","H. sapiens","55692","607782","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"LUC7","YDL087C","Lethal Unless Cap-binding complex is produced","LUC7L2","LUC7-like 2 pre-mRNA splicing factor","H. sapiens","51631","613056","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","7","9"
"LUG1","YLR352W","Lets [URE3]/ure2 Grow","SKP2","S-phase kinase-associated protein 2, E3 ubiquitin protein ligase","H. sapiens","6502","601436","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"LYS20","YDL182W","LYSine requiring","HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA lyase","H. sapiens","3155","613898","246450","3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD","DiOPT","Ensembl Compara|InParanoid","2","9"
"LYS21","YDL131W","LYSine","HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA lyase","H. sapiens","3155","613898","246450","3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD","DiOPT","Ensembl Compara|InParanoid","2","9"
"LYS5","YGL154C","LYSine requiring","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","H. sapiens","60496","607756","","","DiOPT","OrthoFinder|PhylomeDB|PANTHER","3","9"
"LYS9","YNR050C","LYSine requiring","AASS","aminoadipate-semialdehyde synthase","H. sapiens","10157","605113","268700","SACCHAROPINURIA","DiOPT","SonicParanoid|OrthoInspector|PANTHER","3","9"
"LYS9","YNR050C","LYSine requiring","AASS","aminoadipate-semialdehyde synthase","H. sapiens","10157","605113","238700","HYPERLYSINEMIA, TYPE I","DiOPT","SonicParanoid|OrthoInspector|PANTHER","3","9"
"MAD1","YGL086W","Mitotic Arrest-Deficient","MAD1L1","MAD1 mitotic arrest deficient-like 1 (yeast)","H. sapiens","8379","602686","176807","PROSTATE CANCER","DiOPT","Hieranoid|PANTHER|OMA|OrthoFinder","4","9"
"MAD2","YJL030W","Mitotic Arrest-Deficient","MAD2L1","MAD2 mitotic arrest deficient-like 1 (yeast)","H. sapiens","4085","601467","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"MAD3","YJL013C","Mitotic Arrest-Deficient","BUB1","BUB1 mitotic checkpoint serine/threonine kinase","H. sapiens","699","602452","","","DiOPT","Ensembl Compara|OrthoInspector|OrthoFinder|PANTHER","4","9"
"MAD3","YJL013C","Mitotic Arrest-Deficient","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","H. sapiens","701","602860","257300","MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1","DiOPT","OrthoInspector|PANTHER|PhylomeDB|OrthoFinder","4","9"
"MAD3","YJL013C","Mitotic Arrest-Deficient","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","H. sapiens","701","602860","176430","PREMATURE CHROMATID SEPARATION TRAIT; PCS","DiOPT","OrthoInspector|PANTHER|PhylomeDB|OrthoFinder","4","9"
"MAD3","YJL013C","Mitotic Arrest-Deficient","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","H. sapiens","701","602860","114500","COLORECTAL CANCER; CRC","DiOPT","OrthoInspector|PANTHER|PhylomeDB|OrthoFinder","4","9"
"MAE1","YKL029C","MAlic Enzyme","ME1","malic enzyme 1, NADP(+)-dependent, cytosolic","H. sapiens","4199","154250","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Ensembl Compara|InParanoid","5","9"
"MAE1","YKL029C","MAlic Enzyme","ME2","malic enzyme 2, NAD(+)-dependent, mitochondrial","H. sapiens","4200","154270","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Ensembl Compara|InParanoid","5","9"
"MAE1","YKL029C","MAlic Enzyme","ME3","malic enzyme 3, NADP(+)-dependent, mitochondrial","H. sapiens","10873","604626","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Ensembl Compara|InParanoid","5","9"
"MAF1","YDR005C","","MAF1","MAF1 homolog, negative regulator of RNA polymerase III","H. sapiens","84232","610210","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"MAG2","YLR427W","","RNF10","ring finger protein 10","H. sapiens","9921","615998","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MAK11","YKL021C","MAintenance of Killer","PAK1IP1","PAK1 interacting protein 1","H. sapiens","55003","607811","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|InParanoid","7","9"
"MAK21","YDR060W","MAintenance of Killer","CEBPZ","CCAAT/enhancer binding protein (C/EBP), zeta","H. sapiens","10153","612828","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MAK5","YBR142W","MAintenance of Killer","DDX24","DEAD (Asp-Glu-Ala-Asp) box helicase 24","H. sapiens","57062","606181","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MAL12","YGR292W","MALtose fermentation","SLC3A1","solute carrier family 3 (amino acid transporter heavy chain), member 1","H. sapiens","6519","104614","220100","CYSTINURIA","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MAL32","YBR299W","MALtose","SLC3A1","solute carrier family 3 (amino acid transporter heavy chain), member 1","H. sapiens","6519","104614","220100","CYSTINURIA","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MAM3","YOL060C","","CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1","H. sapiens","26507","607802","","","DiOPT","Ensembl Compara|OrthoInspector|SonicParanoid","3","9"
"MAM3","YOL060C","","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2","H. sapiens","54805","607803","613882","HYPOMAGNESEMIA 6, RENAL; HOMG6","DiOPT","SonicParanoid|OrthoInspector|Ensembl Compara","3","9"
"MAM3","YOL060C","","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2","H. sapiens","54805","607803","616418","HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION; HOMGSMR","DiOPT","SonicParanoid|OrthoInspector|Ensembl Compara","3","9"
"MAM3","YOL060C","","CNNM3","cyclin and CBS domain divalent metal cation transport mediator 3","H. sapiens","26505","607804","","","DiOPT","SonicParanoid|OrthoInspector|Ensembl Compara","3","9"
"MAM3","YOL060C","","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4","H. sapiens","26504","607805","217080","JALILI SYNDROME","DiOPT","Ensembl Compara|OrthoInspector|SonicParanoid","3","9"
"MAM33","YIL070C","Mitochondrial Acidic Matrix protein","C1QBP","complement component 1, q subcomponent binding protein","H. sapiens","708","601269","","","DiOPT","Ensembl Compara|Hieranoid|PANTHER","3","9"
"MAP1","YLR244C","Methionine AminoPeptidase","METAP1","methionyl aminopeptidase 1","H. sapiens","23173","610151","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MAP2","YBL091C","Methionine AminoPeptidase","METAP2","methionyl aminopeptidase 2","H. sapiens","10988","601870","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"MAS1","YLR163C","Mitochondrial ASsembly","PMPCB","peptidase (mitochondrial processing) beta","H. sapiens","9512","603131","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MAS1","YLR163C","Mitochondrial ASsembly","UQCRC1","ubiquinol-cytochrome c reductase core protein I","H. sapiens","7384","191328","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"MAS2","YHR024C","Mitochondrial ASsembly","PMPCA","peptidase (mitochondrial processing) alpha","H. sapiens","23203","613036","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MBF1","YOR298C-A","Multiprotein Bridging Factor","EDF1","endothelial differentiation-related factor 1","H. sapiens","8721","605107","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MCD1","YDL003W","Mitotic Chromosome Determinant","RAD21","RAD21 cohesin complex component","H. sapiens","5885","606462","614701","CORNELIA DE LANGE SYNDROME 4; CDLS4","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PANTHER|InParanoid","5","9"
"MCD4","YKL165C","Morphogenesis Checkpoint Dependent","PIGN","phosphatidylinositol glycan anchor biosynthesis class N","H. sapiens","23556","606097","614080","MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MCH2","YKL221W","MonoCarboxylate permease Homologue","SLC16A6","solute carrier family 16, member 6","H. sapiens","9120","603880","","","DiOPT","OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A10","solute carrier family 16 (aromatic amino acid transporter), member 10","H. sapiens","117247","607550","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A12","solute carrier family 16, member 12","H. sapiens","387700","611910","612018","CATARACT, JUVENILE, WITH MICROCORNEA AND GLUCOSURIA; CJMG","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A2","solute carrier family 16, member 2 (thyroid hormone transporter)","H. sapiens","6567","300095","300523","ALLAN-HERNDON-DUDLEY SYNDROME; AHDS","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A4","solute carrier family 16, member 4","H. sapiens","9122","603878","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A5","solute carrier family 16 (monocarboxylate transporter), member 5","H. sapiens","9121","603879","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A6","solute carrier family 16, member 6","H. sapiens","9120","603880","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A7","solute carrier family 16 (monocarboxylate transporter), member 7","H. sapiens","9194","603654","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH4","YOL119C","MonoCarboxylate transporter Homolog","SLC16A9","solute carrier family 16, member 9","H. sapiens","220963","614242","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A10","solute carrier family 16 (aromatic amino acid transporter), member 10","H. sapiens","117247","607550","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A12","solute carrier family 16, member 12","H. sapiens","387700","611910","612018","CATARACT, JUVENILE, WITH MICROCORNEA AND GLUCOSURIA; CJMG","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A2","solute carrier family 16, member 2 (thyroid hormone transporter)","H. sapiens","6567","300095","300523","ALLAN-HERNDON-DUDLEY SYNDROME; AHDS","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A4","solute carrier family 16, member 4","H. sapiens","9122","603878","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A5","solute carrier family 16 (monocarboxylate transporter), member 5","H. sapiens","9121","603879","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A6","solute carrier family 16, member 6","H. sapiens","9120","603880","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A7","solute carrier family 16 (monocarboxylate transporter), member 7","H. sapiens","9194","603654","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","6","9"
"MCH5","YOR306C","MonoCarboxylate transporter Homolog","SLC16A9","solute carrier family 16, member 9","H. sapiens","220963","614242","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"MCM1","YMR043W","MiniChromosome Maintenance","SRF","serum response factor","H. sapiens","6722","600589","","","DiOPT","Ensembl Compara|OrthoInspector|PANTHER","3","9"
"MCM10","YIL150C","MiniChromosome Maintenance","MCM10","minichromosome maintenance 10 replication initiation factor","H. sapiens","55388","609357","","","DiOPT","OrthoInspector|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"MCM2","YBL023C","MiniChromosome Maintenance","MCM2","minichromosome maintenance complex component 2","H. sapiens","4171","116945","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MCM3","YEL032W","MiniChromosome Maintenance","MCM3","minichromosome maintenance complex component 3","H. sapiens","4172","602693","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"MCM4","YPR019W","MiniChromosome Maintenance","MCM4","minichromosome maintenance complex component 4","H. sapiens","4173","602638","609981","NATURAL KILLER CELL AND GLUCOCORTICOID DEFICIENCY WITH DNA REPAIR DEFECT; NKGCD","DiOPT","OrthoInspector|OMA|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MCM5","YLR274W","MiniChromosome Maintenance","MCM5","minichromosome maintenance complex component 5","H. sapiens","4174","602696","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MCM6","YGL201C","MiniChromosome Maintenance","MCM6","minichromosome maintenance complex component 6","H. sapiens","4175","601806","223100","LACTOSE INTOLERANCE, ADULT TYPE","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MCM7","YBR202W","MiniChromosome Maintenance","MCM7","minichromosome maintenance complex component 7","H. sapiens","4176","600592","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"MCO14","YHL018W","Mitochondrial Class One protein of 14 kDa","PCBD1","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha","H. sapiens","5092","126090","264070","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D; HPABH4D","DiOPT","PANTHER|PhylomeDB|InParanoid|OrthoFinder","4","9"
"MCO14","YHL018W","Mitochondrial Class One protein of 14 kDa","PCBD2","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2","H. sapiens","84105","609836","","","DiOPT","OrthoFinder|InParanoid|PANTHER","3","9"
